'device_type','device_id','aircraft_model','registration','cn','tracked','identified','device_idtype'
'F','4404BF','AS 350','OE-XGA','WUH','Y','Y','ICAO'
'F','4404C9','DA20 Katana','OE-AAN','','Y','Y','ICAO'
'F','4404E3','DV20 Katana','OE-AHM','','Y','Y','ICAO'
'F','4404E4','PA-28','OE-DKT','','Y','Y','ICAO'
'F','4404E5','SF-25','OE-9280','','Y','Y','ICAO'
'F','4404EC','DV20 Katana','OE-COO','','Y','Y','ICAO'
'F','4404FD','Ventus 2','OE-5603','DS','Y','Y','ICAO'
'F','4404FF','AS 350','OE-XHP','WUH','Y','Y','ICAO'
'F','440500','AS 350','OE-XHO','WUH','Y','Y','ICAO'
'F','440501','WT9 Dynamic','OE-7077','77','Y','Y','ICAO'
'F','440509','HK36 Super Dimona','OE-9438','','Y','Y','ICAO'
'F','44050A','HK36 Super Dimona','OE-9489','O89','Y','Y','ICAO'
'F','44050C','DG-500','OE-5711','DI','Y','Y','ICAO'
'F','440521','DV20 Katana','OE-COG','','Y','Y','ICAO'
'F','440523','DA20 Katana','OE-CBB','CBB','Y','Y','ICAO'
'F','440524','HK36 Super Dimona','OE-9466','466','Y','Y','ICAO'
'F','440525','HK36 Super Dimona','OE-9447','','Y','Y','ICAO'
'F','440526','SF-25','OE-9469','','Y','Y','ICAO'
'F','44054B','AS 350','OE-XHI','WUH','Y','Y','ICAO'
'F','440559','Husky A-1','OE-ABV','','Y','Y','ICAO'
'F','44058D','AS 350','OE-XHL','WUH','Y','Y','ICAO'
'F','440596','AS 350','OE-XQE','HAU','Y','Y','ICAO'
'F','440597','AS 350','OE-XPE','HAU','Y','Y','ICAO'
'F','4405C0','Experimental','OE-CCM','','Y','Y','ICAO'
'F','4405F7','DV20 Katana','OE-CCC','','Y','Y','ICAO'
'F','440618','WT9 Dynamic','OE-7148','','Y','Y','ICAO'
'F','440628','Robinson R44','OE-XLG','','Y','Y','ICAO'
'F','440629','PA-18 Super Cub','OE-APW','','Y','Y','ICAO'
'F','44064C','JOB 15','OE-DOE','','Y','Y','INTERNAL'
'F','4406BE','DA20 Katana','OE-AAE','GK','Y','Y','ICAO'
'F','4406CF','AS 350','OE-XHV','WUH','Y','Y','ICAO'
'F','4406EA','Aquila A210','OE-ABW','OBW','Y','Y','INTERNAL'
'F','4406EB','Aquila A210','OE-AJW','OJW','Y','Y','ICAO'
'F','4406FF','EC 135','OE-XED','OAM','Y','Y','ICAO'
'F','44072B','Kestrel','OE5026','2M','Y','Y','ICAO'
'F','44072F','Helicopter','OE-XRR','SHS','Y','Y','ICAO'
'F','44075B','WT9 Dynamic','OE-CDG','','Y','Y','ICAO'
'F','440761','Cessna 172','OE-KRE','KRE','Y','Y','ICAO'
'F','440763','HK36 Super Dimona','OE-9492','','Y','Y','ICAO'
'F','44076A','AS 350','OE-XLS','HAU','Y','Y','ICAO'
'F','44076B','Arcus M','OE-9485','ONE','Y','Y','ICAO'
'F','440774','SF-25','OE-9449','449','Y','Y','ICAO'
'F','440775','Discus','OE-5549','H2','Y','Y','ICAO'
'F','4407B0','DR-400','OE-KUK','','Y','Y','ICAO'
'F','4407D1','Libelle Std','OE-5018','SL','Y','Y','ICAO'
'F','4407DC','DR-400','OE-DTI','DTI','Y','Y','ICAO'
'F','4407DD','DG-1000','OE-5710','K1','Y','Y','ICAO'
'F','4407F9','LS-4','OE-5391','K5','Y','Y','ICAO'
'F','4407FA','ASH-26 E','OE-9461','ASH','Y','Y','ICAO'
'F','44080B','Cessna 172','OE-DTA','','Y','Y','ICAO'
'F','440835','DG-300','OE-5473','K4','Y','Y','ICAO'
'F','44085F','AS 350','OE-BXL','POL','Y','Y','ICAO'
'F','440870','Cessna 172','OE-DYU','','Y','Y','ICAO'
'F','440874','AS 350','OE-XSK','HAU','Y','Y','ICAO'
'F','440886','AS 350','OE-XTV','FBU','Y','Y','ICAO'
'F','44088E','EC 120','OE-XST','AEH','Y','Y','ICAO'
'F','440896','EC 135','OE-XSH','SHS','Y','Y','ICAO'
'F','4408A1','AS 350','OE-XSR','HAU','Y','Y','ICAO'
'F','4408CE','WT9 Dynamic','OE-7143','wt9','Y','Y','ICAO'
'F','4408DA','DR-400','OE-KUB','','Y','Y','ICAO'
'F','4408E5','SF-25','OE-9148','48','Y','Y','ICAO'
'F','4408E6','Cessna 152','OE-ATX','ATX','Y','Y','ICAO'
'F','4408EB','WT9 Dynamic','OE-7147','47','Y','Y','ICAO'
'F','4408F3','DV20 Katana','OE-ALJ','','Y','Y','ICAO'
'F','4408F6','DV20 Katana','OE-CBR','','Y','Y','ICAO'
'F','44091F','Cessna 152','OE-CLA','CLA','Y','Y','INTERNAL'
'F','440944','AS 350','OE-XBE','HAU','Y','Y','ICAO'
'F','440966','DA20 Katana','OE-AIN','','Y','Y','ICAO'
'F','44098C','AS 350','OE-XKO','KAI','Y','Y','ICAO'
'F','44099D','WT9 Dynamic','OE-7145','','Y','Y','ICAO'
'F','4409A3','AS 350','OE-XDE','HAU','Y','Y','ICAO'
'F','443057','ASK-14','R-4565','GI','Y','Y','INTERNAL'
'F','446645','Paraglider','110CE9','BIR','Y','Y','INTERNAL'
'O','447D13','Blanik','OK-2814','L13','Y','Y','INTERNAL'
'F','448432','Robinson R44','OO-AAR','','Y','Y','ICAO'
'F','44874D','Husky A-1','OO-AZM','ZM','Y','Y','ICAO'
'F','448E18','A22 Foxbat','OY9386','','Y','Y','INTERNAL'
'F','44A006','WT9 Dynamic','OO-H74','','Y','Y','ICAO'
'F','44A061','Robinson R44','OO-HCA','','Y','Y','ICAO'
'F','44A070','Robinson R44','OO-HCP','','Y','Y','ICAO'
'F','44A079','Robinson R44','OO-HCY','','Y','Y','ICAO'
'F','44A3C3','Different Aircraft','OO-H07','','Y','Y','ICAO'
'F','44A8A5','Cessna 208','OO-JEE','','Y','Y','ICAO'
'F','44A953','Robinson R44','OO-JJS','','Y','Y','ICAO'
'F','44AC89','DR-400','OO-KDI','KDI','Y','Y','ICAO'
'F','44ADCD','Robinson R44','OO-KNM','','Y','Y','ICAO'
'F','44B9A3','SF-28','OO-NMC','MC','Y','Y','ICAO'
'F','44C1A2','DR-400','OO-PMB','','Y','Y','ICAO'
'F','44C1B6','Robinson R44','OO-PMV','','Y','Y','ICAO'
'F','44C281','Robinson R44','OO-PTA','','Y','Y','ICAO'
'F','44C83A','Robinson R44','OO-RAZ','','Y','Y','ICAO'
'F','44CB41','Robinson R44','OO-RZA','','Y','Y','ICAO'
'F','44D1E6','Robinson R44','OO-TOF','','Y','Y','ICAO'
'F','44D541','HK36 Super Dimona','OO-UJA','','Y','Y','ICAO'
'F','44E72F','DG-300','OO-YYO','YY','Y','Y','ICAO'
'F','44E756','Zugvogel IIIb','OO-YZV','','Y','Y','ICAO'
'F','44E8B3','Cirrus Std','OO-ZES','6','Y','Y','ICAO'
'F','44E913','OldTimer','OO-ZHS','','Y','Y','ICAO'
'F','44E982','Ventus 2cxT','D-KLUC','LB','Y','Y','ICAO'
'F','44E9C2','Libelle Std','OO-ZNB','DC','Y','Y','ICAO'
'F','44EA8F','Ventus ct','OO-ZTO','AH','Y','Y','ICAO'
'F','44EA93','Ka-6 e','OO-ZTS','RM','Y','Y','ICAO'
'F','44EAC5','Ventus 2ct','OO-ZVE','ZVE','Y','Y','ICAO'
'F','450000','Astir CS-77','SP-3945','45','Y','Y','ICAO'
'O','450024','SZD-48-3 Jantar Std 3','LY-GCL','CL','Y','Y','INTERNAL'
'F','450722','Paraglider','Palistv','450','Y','Y','INTERNAL'
'O','456744','SZD-48 Jantar Std 2','LY-GCG','CG','Y','Y','INTERNAL'
'F','458C58','Ventus','OY-CBX','BX','Y','Y','ICAO'
'F','458F0C','ASK-23','OY-CXL','CL','Y','Y','ICAO'
'F','458F13','ASH-26 E','OY-CXS','CS','Y','Y','ICAO'
'F','458F30','PA-25 Pawnee','OY-CYP','YP','Y','Y','ICAO'
'O','458F53','Unknown','HA-BEW','BEW','Y','Y','INTERNAL'
'O','459534','Unknown','R-4606','AB1','Y','Y','INTERNAL'
'O','459535','SZD-51 Junior','SP-3423','PT3','Y','Y','INTERNAL'
'F','459705','DG-600','OY-EXE','EE','Y','Y','ICAO'
'F','45970B','Ventus ct','D-KRUX','UX','Y','Y','ICAO'
'F','45970E','HK36 Super Dimona','OY-EXN','EXN','Y','Y','ICAO'
'F','459B05','Duo Discus t','OY-FXE','FX','Y','Y','ICAO'
'F','459C58','ASH-31 MI','OY-GBX','OB','Y','Y','ICAO'
'F','459D98','Discus 2cT','OY-GLX','AC','Y','Y','ICAO'
'O','459F44','SZD-48-3 Jantar Std 3','84','84','Y','Y','INTERNAL'
'F','45A303','DG-200','OY-HXC','UP','Y','Y','ICAO'
'F','45A593','Discus 2','OY-ZAX','AX','Y','Y','ICAO'
'F','45B038','Pegase','OY-LAX','LA','Y','Y','ICAO'
'F','45B301','Ventus ct','OY-LXA','L8','Y','Y','ICAO'
'F','45B701','Arcus M','OY-MXA','AM','Y','Y','ICAO'
'F','45C10B','PA-28','OY-PHK','','Y','Y','ICAO'
'F','45C898','DG-400','OY-RDX','DX','Y','Y','ICAO'
'F','45CA98','Duo Discus t','OY-RTX','6H','Y','Y','ICAO'
'F','45CCF8','HK36 Super Dimona','OY-SGX','SGX','Y','Y','ICAO'
'F','45CF08','Discus 2','OY-SXH','D2','Y','Y','ICAO'
'F','45D458','ASH-26 E','OY-UBX','HB','Y','Y','ICAO'
'F','45E0E7','Astir CS','OY-XGG','G6','Y','Y','ICAO'
'F','45E14A','Twin Astir I','OY-XJJ','59','Y','Y','ICAO'
'F','45E154','Arcus T','OY-XJT','JT','Y','Y','ICAO'
'F','45E169','ASK-21','OY-XKI','KI','Y','Y','ICAO'
'F','45E178','LS-4','OY-XKX','KX','Y','Y','ICAO'
'F','45E189','LS-4','OY-XLI','U1','Y','Y','ICAO'
'F','45E1AC','LS-4','OY-XML','ML','Y','Y','ICAO'
'F','45E1E4','ASK-23','OY-XOD','OD','Y','Y','ICAO'
'F','45E1E6','DG-100','OY-XOF','R4','Y','Y','ICAO'
'F','45E253','Discus','OY-XRS','27','Y','Y','ICAO'
'F','45E261','Duo Discus xlt','OY-XSA','SA','Y','Y','ICAO'
'F','45E278','Nimbus 4DT','OY-XSX','SX','Y','Y','ICAO'
'F','45E28C','LS-4','OY-XTL','TL','Y','Y','ICAO'
'F','45E2C3','ASK-21','OY-XVC','VC','Y','Y','ICAO'
'F','45E2C9','ASW-24','OY-XVI','VI','Y','Y','ICAO'
'F','45E2CA','Ventus 2ct','OY-XVJ','VJ','Y','Y','ICAO'
'F','45E2E2','HK36 Super Dimona','OY-XWB','','Y','Y','ICAO'
'N','45E2ED','Ventus 2cM','OY-XWM','WM','Y','Y','INTERNAL'
'F','45E30E','Libelle Std','G-DCMS','602','Y','Y','ICAO'
'F','45E336','ASK-21','OY-XYV','YV','Y','Y','ICAO'
'F','45E350','Towplane','OY-XZP','ZP','Y','Y','ICAO'
'F','45E356','HK36 Super Dimona','OY-XZV','','Y','Y','ICAO'
'F','45F02A','WT9 Dynamic','OY-9397','','Y','Y','ICAO'
'F','45F05E','A22 Foxbat','9386','','Y','Y','ICAO'
'O','45F852','SF-25','HA-1248','229','Y','Y','INTERNAL'
'F','460751','Piper J-3 Cub','OH-CUB','CUB','Y','Y','ICAO'
'F','4633AE','Unknown','OH-TOW','TOW','Y','Y','ICAO'
'F','464A45','Ultralight','OH-U533','533','Y','Y','ICAO'
'F','464A7C','Ultralight','OH-U588','588','Y','Y','ICAO'
'O','464AD2','Ultralight','OH-U674','TPK','Y','Y','ICAO'
'F','464EA8','JS-1 C21','HB-2561','RS','Y','Y','INTERNAL'
'F','465012','LS-8 st 18','PH-1520','GX','N','N','ICAO'
'F','465465','ASK-21','OY-XMF','X1','Y','Y','INTERNAL'
'F','465AAF','LS-6','OH-735','SL','Y','Y','ICAO'
'F','465B99','ASG-29E','OH-969','HK','Y','Y','ICAO'
'F','465BC8','HK36 Super Dimona','OH-1016','','Y','Y','ICAO'
'F','465BD2','Ventus 3T','OH-1026','W','Y','Y','ICAO'
'F','46903A','DG-800','D-KWAG','AG','Y','Y','INTERNAL'
'O','46A231','Ventus 2CX','R-4664','','Y','Y','INTERNAL'
'O','46F631','DJI Phantom','Phant4','','Y','Y','INTERNAL'
'F','47497F','SF-25','HA-1240','H40','Y','Y','ICAO'
'O','474A84','Taurus','HA-1501','PIP','Y','Y','INTERNAL'
'F','477FB5','Unknown','477FB5','FB5','Y','Y','ICAO'
'F','477FB6','Unknown','477FB6','FB6','Y','Y','ICAO'
'O','478405','Unknown','H705','705','Y','Y','INTERNAL'
'F','478527','Cessna 172','LN-NKF','','Y','Y','ICAO'
'F','478593','Cessna 172','LN-NFW','','Y','Y','INTERNAL'
'F','47879D','EC 135','LN-OON','NLA','Y','Y','ICAO'
'F','479174','DG-1000','LN-GDG','DG','Y','Y','ICAO'
'F','479DDF','DG-1000 T','LN-GOL','OL','Y','Y','ICAO'
'O','47A631','SZD-48-3 Jantar Std 3','A8','A8','Y','Y','INTERNAL'
'O','47AE63','SZD-51 Junior','00-000','','Y','Y','INTERNAL'
'O','47BA4A','Other','HA-YNAU','HAU','Y','Y','INTERNAL'
'F','47C2BA','LS-6','LN-GHY','HY','Y','Y','ICAO'
'F','47C310','ASH-26 E','LN-GSH','SH','Y','Y','ICAO'
'F','47C33B','Ultralight','LN-YEM','YEM','Y','Y','INTERNAL'
'F','47C41F','WT9 Dynamic','LN-YDM','','Y','Y','ICAO'
'F','47C4FD','Flight Design CTSW','LN-YDH','YDH','Y','Y','ICAO'
'O','480650','L 13 SEH Vivat','OM-9116','916','Y','Y','INTERNAL'
'F','4843E4','Duo Discus t','PH-1211','MS','Y','Y','INTERNAL'
'F','48441C','Duo Discus t','PH-1322','MCT','Y','Y','ICAO'
'F','484426','Ventus cM','PH-891','EG','Y','Y','ICAO'
'F','484428','Nimbus 4DM','PH-1340','UFO','Y','Y','ICAO'
'F','48447F','Ventus 2cxT','PH-1353','CX','Y','Y','ICAO'
'F','4844E3','Stemme S-10','PH-1374','','Y','Y','ICAO'
'F','484576','Mosquito','PH-963','LD','Y','Y','ICAO'
'F','484580','Duo Discus t','PH-1272','WB1','Y','Y','ICAO'
'F','48458D','Discus','PH-1317','ED','Y','Y','ICAO'
'F','48458E','Discus','PH-1354','EF','Y','Y','ICAO'
'F','48458F','Duo Discus','PH-1067','EH','Y','Y','ICAO'
'F','4845B6','Motorplane','PH-RVS','','Y','Y','ICAO'
'F','4845B8','ASK-23','PH-767','EA','Y','Y','INTERNAL'
'F','4845B9','ASK-21','PH-714','YY','Y','Y','ICAO'
'F','4845BA','Vans RV-6a','PH-CRJ','','Y','Y','ICAO'
'F','4845BF','Nimbus 4DM','PH-1153','4P','Y','Y','ICAO'
'F','4845DA','Ventus 2ct','PH1111','CC','Y','Y','ICAO'
'F','4845F2','Nimbus 4DM','PH-1262','LL','Y','Y','ICAO'
'F','4845F3','DG-100','PH-869','X','Y','Y','ICAO'
'F','484613','UFO','PH-IBL','','Y','Y','ICAO'
'O','484614','Paraglider','R-4705','','Y','Y','INTERNAL'
'F','484627','Duo Discus xlt','1403','DL','Y','Y','ICAO'
'F','484639','Duo Discus t','PH-1287','QV','Y','Y','ICAO'
'F','484667','DG-300','PH-893','TUX','Y','Y','ICAO'
'F','484672','Grob G109','PH-745','745','Y','Y','ICAO'
'F','484694','Discus t','PH-1194','PW','Y','Y','ICAO'
'F','484698','LS-8','PH-1264','F8','Y','Y','ICAO'
'F','484699','DG-1000','PH-1301','F10','Y','Y','ICAO'
'F','48470F','Discus','PH-1384','W3','Y','Y','ICAO'
'F','484710','Duo Discus x','PH-1387','W1','Y','Y','ICAO'
'F','48471E','Janus C','PH-846','TU','Y','Y','ICAO'
'F','484721','Discus','PH-1268','BVO','Y','Y','ICAO'
'F','484722','Nimbus 3DT','PH-1295','7L','Y','Y','ICAO'
'F','484723','DG-500','PH-1364','XV','Y','Y','ICAO'
'F','484724','Astir CS','PH-1383','TC2','Y','Y','ICAO'
'F','484728','Husky A-1','PH-ELT','ELT','Y','Y','ICAO'
'F','484773','Duo Discus xt','PH-1377','2T','Y','Y','ICAO'
'F','484781','LS-4','PH-794','E10','Y','Y','ICAO'
'F','484782','LS-4','PH-936','E9','Y','Y','ICAO'
'F','484784','Discus','PH-1058','E1','Y','Y','ICAO'
'F','484785','Discus','PH-1076','E2','Y','Y','ICAO'
'F','484786','Duo Discus','PH-1057','E7','Y','Y','ICAO'
'F','48478C','LS-3','PH-1269','TN','Y','Y','ICAO'
'F','48478D','SZD-51 Junior','PH-876','T1','Y','Y','ICAO'
'F','48478E','SZD-51 Junior','PH-957','T3','Y','Y','ICAO'
'F','48478F','LS-3','PH-585','T11','Y','Y','ICAO'
'F','484790','LS-4','PH-1274','T2','Y','Y','ICAO'
'F','484791','LS-6 18','PH-1365','T10','Y','Y','ICAO'
'F','484792','Duo Discus','PH-1119','T12','Y','Y','ICAO'
'F','48479C','Astir Club','D-0753','G6','Y','Y','ICAO'
'F','48479D','LS-4','PH-740','G5','Y','Y','ICAO'
'F','48479E','LS-4','PH-859','G8','Y','Y','ICAO'
'F','4847A0','Duo Discus','PH-1099','G3','Y','Y','ICAO'
'F','4847A2','ASK-21','PH-1337','G7','Y','Y','INTERNAL'
'F','4847DD','Cirrus Std','PH-495','RSM','Y','Y','INTERNAL'
'F','4847E6','Discus','PH-1344','5S','Y','Y','ICAO'
'F','4847F5','Astir Jeans','PH-1038','','Y','Y','ICAO'
'F','4847F6','Twin Astir II','PH-1092','N11','Y','Y','ICAO'
'F','4847F7','DG-300','PH-1229','N8','Y','Y','ICAO'
'F','4847F9','ASK-21','PH-1390','N12','Y','Y','ICAO'
'F','4847FF','Glasflugel 304','PH-1233','IH','Y','Y','ICAO'
'F','484802','LS-4','PH-989','VR','Y','Y','ICAO'
'F','484804','LS-6 18','PH-1197','VB','Y','Y','INTERNAL'
'F','484805','LS-8','PH-1332','VK','Y','Y','ICAO'
'F','484806','LS-4','PH-1363','VN','Y','Y','ICAO'
'F','484808','Pegase','PH-1313','J13','Y','Y','ICAO'
'F','484825','DG-1000 T','PH-1358','H9','Y','Y','ICAO'
'F','484826','ASK-21','PH-1018','CZ','Y','Y','ICAO'
'F','484827','Ka-7','PH-966','GAK','Y','Y','INTERNAL'
'F','484829','Mosquito','PH-647','J6','Y','Y','ICAO'
'F','48482B','Ventus 2cM','PH-1412','SH','Y','Y','ICAO'
'F','48482C','Discus 2','PH-1210','YF','Y','Y','ICAO'
'F','48482D','LS-4','PH-974','YS','Y','Y','ICAO'
'F','48482F','ASK-21','PH-1382','YW','Y','Y','ICAO'
'F','484832','SZD-51 Junior','PH-1006','YT','Y','Y','ICAO'
'F','484836','DG-505','PH-1357','RL','Y','Y','ICAO'
'F','48483B','LS-3','PH-611','RJ','Y','Y','ICAO'
'F','484846','H36 Dimona','PH-1133','','Y','Y','ICAO'
'F','48484B','ASW-20','PH-1316','YYY','Y','Y','ICAO'
'F','48485B','ASK-21','PH-686','JL','Y','Y','ICAO'
'F','48485C','LS-4','PH-698','HA','Y','Y','ICAO'
'F','48485D','ASK-21','PH-844','HY','Y','Y','ICAO'
'F','48485E','Ventus 2cxT','PH-1425','HC','Y','Y','ICAO'
'F','484860','Janus Ce','PH-1078','HJ','Y','Y','ICAO'
'F','484861','Discus','PH-1093','NJ','Y','Y','ICAO'
'F','484863','DG-505','PH-1245','DG6','Y','Y','ICAO'
'F','484866','RF 5 b','PH-912','RF5','Y','Y','ICAO'
'F','484867','LS-3','PH-649','LW','Y','Y','ICAO'
'F','48486E','ASK-21','PH-975','W6','Y','Y','ICAO'
'F','484879','LS-7','PH-1273','YZ','Y','Y','ICAO'
'F','48488B','Discus t','PH-875','CP','Y','Y','ICAO'
'F','4848A6','LS-3','PH-668','PG','Y','Y','ICAO'
'F','4848BA','Ka-8','PH-421','Z4','Y','Y','ICAO'
'F','4848BC','SZD-51 Junior','PH-980','Z6','Y','Y','ICAO'
'F','4848BD','LS-4','PH-1016','Z1','Y','Y','ICAO'
'F','4848BE','Twin Astir III','PH-1134','Z2','Y','Y','ICAO'
'F','4848BF','SF-25','PH-1243','TMG','Y','Y','ICAO'
'F','4848D6','ASW-19','PH-735','TH','Y','Y','ICAO'
'F','4848DC','Mosquito','PH-643','B6','Y','Y','ICAO'
'F','4848DE','Mosquito','PH-1143','6X','Y','Y','ICAO'
'F','4848E3','Duo Discus','PH-1171','','Y','Y','ICAO'
'F','4848E5','Discus t','PH-1278','SB','Y','Y','ICAO'
'F','484900','ASG-29E','R-4787','9S','Y','Y','ICAO'
'F','484911','LS-4','PH-847','NE','Y','Y','ICAO'
'F','484912','LS-4','PH-888','NG','Y','Y','INTERNAL'
'F','484913','LS-4','PH-977','NX','Y','Y','ICAO'
'F','484914','DG-800','PH-1240','NC','Y','Y','ICAO'
'F','484915','DG-505','PH-1108','NY','Y','Y','ICAO'
'F','48491C','Mosquito','PH-857','V6','Y','Y','ICAO'
'F','484943','Ventus 2ct','PH-1308','NU','Y','Y','ICAO'
'F','48494B','Ka-8','PH-303','6T','Y','Y','ICAO'
'F','484955','Mosquito','PH-628','ER','Y','Y','INTERNAL'
'F','48495E','ASH-25','PH-953','FP','Y','Y','ICAO'
'F','484963','Cirrus Std','PH-1285','U2','Y','Y','ICAO'
'F','484977','LS-4','PH-905','RSM','Y','Y','ICAO'
'F','484978','ASH-26 E','PH-1297','6E','Y','Y','ICAO'
'F','48497C','Bellanca Scout','PH-GZC','','Y','Y','ICAO'
'F','484985','ASW-24','PH-1113','NS','Y','Y','ICAO'
'F','48498E','LS-6 18','PH-1172','LDS','Y','Y','ICAO'
'F','484994','ASK-23','PH-775','KA','Y','Y','ICAO'
'F','484995','LS-4','PH-982','KE','Y','Y','ICAO'
'F','484997','ASK-21','PH-1290','KG','Y','Y','INTERNAL'
'F','4849A3','ASK-23','PH-1220','V9','Y','Y','ICAO'
'F','4849A4','ASK-21','PH-759','V5','Y','Y','ICAO'
'F','4849A5','Discus','PH-1043','V8','Y','Y','ICAO'
'F','4849AE','DG-808 B','PH1415','KF','Y','Y','ICAO'
'F','4849B6','LS-4','PH-1282','MX','Y','Y','ICAO'
'F','4849B9','Husky A-1','PH-GOZ','GOZ','Y','Y','ICAO'
'F','4849C1','Husky A-1','PH-BON','BON','Y','Y','ICAO'
'F','4849C3','ASK-23','PH-774','M4','Y','Y','ICAO'
'F','4849C4','LS-8','PH-1074','M8','Y','Y','ICAO'
'F','4849C5','Duo Discus x','PH-1213','M1','Y','Y','ICAO'
'F','4849C6','ASK-23','PH-1280','M5','Y','Y','ICAO'
'F','4849C7','LS-8','PH-1348','M7','Y','Y','ICAO'
'F','4849C8','ASG-29E','PH-1399','M2','Y','Y','ICAO'
'F','4849E2','Pegase','PH-727','SA','Y','Y','ICAO'
'F','4849E8','Astir CS','PH-1064','CS','Y','Y','ICAO'
'F','4849E9','Discus','PH-1148','IDB','Y','Y','ICAO'
'F','4849EF','LS-6 18','PH-931','NR','Y','Y','ICAO'
'F','4849F0','Discus','PH-1025','WH','Y','Y','ICAO'
'F','484A29','Discus','PH-777','EC','Y','Y','ICAO'
'F','484A2A','ASK-21','PH-867','ZC','Y','Y','ICAO'
'F','484A2B','SZD-51 Junior','PH-1051','ZA','Y','Y','ICAO'
'F','484A2C','SZD-51 Junior','PH-1052','ZB','Y','Y','ICAO'
'F','484A2E','Discus','PH-1162','EZ','Y','Y','ICAO'
'F','484A33','ASK-21','PH-688','VL','Y','Y','ICAO'
'F','484A34','ASK-21','PH-1378','VS','Y','Y','ICAO'
'F','484A35','SZD-51 Junior','PH-1338','VJ','Y','Y','ICAO'
'F','484A58','Motorplane','PH-SLA','SLA','Y','Y','ICAO'
'F','484A7B','LS-4','PH-1083','FW','Y','Y','ICAO'
'F','484A7C','ASW-28','PH1216','28','Y','Y','ICAO'
'F','484A7D','LS-4','PH-1219','FX','Y','Y','ICAO'
'F','484A80','LS-4','PH-1079','FV','Y','Y','ICAO'
'F','484A8A','Duo Discus t','PH-1198','1Z','Y','Y','ICAO'
'F','484A92','EC 135','PH-PXB','POL','Y','Y','ICAO'
'F','484A93','EC 135','PH-PXC','POL','Y','Y','INTERNAL'
'F','484A94','EC 135','PH-PXD','POL','Y','Y','ICAO'
'F','484A95','EC 135','PH-PXE','POL','Y','Y','INTERNAL'
'F','484A96','EC 135','PH-PXF','POL','Y','Y','ICAO'
'F','484A9C','Duo Discus t','PH1260','SI','Y','Y','ICAO'
'F','484AA4','Mini Nimbus','PH-588','BU','Y','Y','ICAO'
'F','484AA6','Cirrus Std','PH-499','13','Y','Y','ICAO'
'F','484AAA','Cirrus','PH-465','LP','Y','Y','ICAO'
'F','484AB4','ASW-24 E','PH-1255','NT','Y','Y','INTERNAL'
'N','484AC0','Helicopter','PH-PXZ','POL','Y','Y','INTERNAL'
'F','484AC1','Helicopter','PH-PXY','POL','Y','Y','INTERNAL'
'F','484AC4','Discus t','PH-1426','VW','Y','Y','ICAO'
'F','484AC5','Discus 2cT','PH-1424','Vne','Y','Y','ICAO'
'F','484B14','Mini Nimbus','PH-594','NB','Y','Y','ICAO'
'F','484B1E','Pegase','PH-1430','997','Y','Y','ICAO'
'F','484B23','Twin Astir III','PH-954','LY','Y','Y','ICAO'
'F','484B24','DG-800','ph-1169','TT','Y','Y','ICAO'
'F','484B25','ASK-21','PH-1306','W5','Y','Y','ICAO'
'F','484B35','WT9 Dynamic','PH4E2','','Y','Y','INTERNAL'
'F','484B41','ASK-21','PH-753','WS','Y','Y','ICAO'
'F','484B42','DG-505','PH-1434','ZCR','Y','Y','INTERNAL'
'F','484B46','ASK-21','PH-713','ZD','Y','Y','ICAO'
'F','484B57','LS-8 18','PH-1439','W8','Y','Y','ICAO'
'F','484B59','ASK-21','PH-721','E4','Y','Y','ICAO'
'F','484B5C','Duo Discus','d-2410','bw4','Y','Y','ICAO'
'F','484B5D','ASK-21','PH-1292','E6','Y','Y','ICAO'
'F','484B5E','Ventus 2cxT','OY-XCH','01','Y','Y','ICAO'
'F','484B62','Cirrus Std','PH-473','74','Y','Y','ICAO'
'F','484B80','Discus','PH-1443','W7','Y','Y','ICAO'
'F','484B83','Discus','PH-1428','MP','Y','Y','ICAO'
'F','484B88','LS-4','PH-1265','F2','Y','Y','ICAO'
'F','484B89','DG-1000','PH-1437','F11','Y','Y','ICAO'
'F','484B8A','SZD-51 Junior','PH-920','920','Y','Y','ICAO'
'F','484B98','ASK-13','PH-1418','OV','Y','Y','ICAO'
'F','484B99','ASK-13','PH-1202','RV','Y','Y','ICAO'
'F','484B9A','Astir Club','PH-1161','ZV','Y','Y','ICAO'
'F','484B9B','Astir Club','PH-1159','WV','Y','Y','ICAO'
'F','484BA3','DG-500','PH-1305','JJ','Y','Y','ICAO'
'F','484BAE','ASK-21','PH-712','T4','Y','Y','ICAO'
'F','484BAF','ASK-23','PH-764','T16','Y','Y','ICAO'
'F','484BB0','ASK-23','PH-798','T5','Y','Y','ICAO'
'F','484BB4','DG-1000','PH-1433','YE','Y','Y','ICAO'
'F','484BB5','PIK-20 D','PH-666','PK','Y','Y','ICAO'
'F','484BBA','ASK-21','PH-881','ST','Y','Y','ICAO'
'F','484BBB','SZD-51 Junior','PH-934','SL','Y','Y','ICAO'
'F','484BBC','Duo Discus','PH-1035','SAL','Y','Y','ICAO'
'F','484BBE','SZD-51 Junior','PH-1293','SK','Y','Y','ICAO'
'F','484BC4','DG-300','PH-1326','BL','Y','Y','ICAO'
'F','484BDA','SF-25','OY-XTO','TO','Y','Y','INTERNAL'
'F','484BDB','DG-300','PH-1033','IX','Y','Y','ICAO'
